1,   -0.3974419362549800
2,   -0.3934257279586958
3,   -0.3894257279586958
4,   -0.3854257279586958
5,   -0.3814257279586958
6,   -0.3774257279586958
7,   -0.3734257279586958
8,   -0.36942572795869577
9,   -0.3654257279586958
10,   -0.3614257279586958
11,   -0.3574257279586958
12,   -0.3534257279586958
13,   -0.3494257279586958
14,   -0.3454257279586958
15,   -0.3414257279586958
16,   -0.3374257279586958
17,   -0.3334257279586958
18,   -0.3294257279586958
19,   -0.3254257279586958
20,   -0.3214257279586958
21,   -0.3174257279586958
22,   -0.31342572795869583
23,   -0.30942572795869583
24,   -0.3054257279586958
25,   -0.3014257279586958
26,   -0.2974257279586958
27,   -0.2934257279586958
28,   -0.2894257279586958
29,   -0.2854257279586958
30,   -0.2814257279586958
31,   -0.2774257279586958
32,   -0.2734257279586958
33,   -0.2694257279586958
34,   -0.2654257279586958
35,   -0.2614257279586958
36,   -0.2574257279586958
37,   -0.2534257279586958
38,   -0.2494257279586958
39,   -0.2454257279586958
40,   -0.2414257279586958
41,   -0.2374257279586958
42,   -0.2334257279586958
43,   -0.2294257279586958
44,   -0.2254257279586958
45,   -0.2214257279586958
46,   -0.2174257279586958
47,   -0.2134257279586958
48,   -0.2094257279586958
49,   -0.2054257279586958
50,   -0.2014257279586958
51,   -0.1974257279586958
52,   -0.1934257279586958
53,   -0.1894257279586958
54,   -0.1854257279586958
55,   -0.1814257279586958
56,   -0.1774257279586958
57,   -0.1734257279586958
58,   -0.1694257279586958
59,   -0.1654257279586958
60,   -0.1614257279586958
61,   -0.1574257279586958
62,   -0.1534257279586958
63,   -0.1494257279586958
64,   -0.1454257279586958
65,   -0.1414257279586958
